keyword|&id|&tweet|&date|&location|&retweets|&likes
outbreak|&1238127814324432896|&1820: Plague Outbreak
1920: Plague Outbreak
2020: Corona Virus

Hate Number 20, ruining all my motives for this year.|&Thu Mar 12 23:40:48 SRET 2020|&N/A|&0|&0
outbreak|&1238127812831305730|&@PeterAlexander We have known of the virus since last year. Instead of going golfing he could have undertaken profilactic steps like discussions with allies how to proceed in case of an outbreak. Now he is alienating other countries more I do know that decisions have to be made but there was|&Thu Mar 12 23:40:48 SRET 2020|&N/A|&0|&0
outbreak|&1238127805101223937|&This just in: Jared Kushner set to take the wheel and control the Covid-19 pandemic outbreak response. Now you're returned to your regularly scheduled programming.|&Thu Mar 12 23:40:46 SRET 2020|&N/A|&0|&0
outbreak|&1238127803574505473|&Italy announces all shops except pharmacies and food outlets to CLOSE https://t.co/K4Rh6k4DQK via @MailOnline|&Thu Mar 12 23:40:46 SRET 2020|&N/A|&0|&0
outbreak|&1238127800470720514|&a lil virus outbreak and everyone is a fuxking doctor now 🙄🙄🙄|&Thu Mar 12 23:40:45 SRET 2020|&N/A|&0|&0
outbreak|&1238127797677121538|&Let's turn our actual attention to ACTUAL disease experts, and give them the FLOOR.

This is NOT the Apocalypse and it's also not "fake news."

It's a SERIOUS, nationwide public outbreak, and we have everything available to us.  We can EVEN test and care for everyone ASAP.|&Thu Mar 12 23:40:44 SRET 2020|&N/A|&0|&0
outbreak|&1238127790446252032|&I think the ultimate lesson of the corona outbreak is not whether democratic or authoritarian governments are more suited to handling the outbreak but rather what governments have prepared at all with actual infrastructure to help people self-isolate/seek care.|&Thu Mar 12 23:40:43 SRET 2020|&N/A|&0|&0
outbreak|&1238127788730843136|&I wouldn’t say I’m “turned on by danger” but this virus outbreak is making me suspiciously horny....|&Thu Mar 12 23:40:42 SRET 2020|&N/A|&0|&0
outbreak|&1238127787829071872|&@kaelyn_sanders U think the Corona outbreak is an apocalyptic zombie outbreak brewing|&Thu Mar 12 23:40:42 SRET 2020|&N/A|&0|&0
outbreak|&1238127787208249345|&My wife has a grandmother in the nursing home... this makes me think hopefully they take super extra precautions because an outbreak would be catastrophic|&Thu Mar 12 23:40:42 SRET 2020|&N/A|&0|&0
outbreak|&1238127785635274753|&#Quarantine extreme: How a 17th century #English village sacrificed itself to stop an outbreak.
https://t.co/aMac9NHZWj

via @GoogleNews|&Thu Mar 12 23:40:42 SRET 2020|&N/A|&0|&0
outbreak|&1238127783492141061|&The Juno Awards, Canada's most prominent music awards, have been cancelled in the wake of concerns over the coronavirus outbreak. https://t.co/Hje00Cexj0|&Thu Mar 12 23:40:41 SRET 2020|&N/A|&0|&0
outbreak|&1238127781923389440|&@m_e_k_e Not every outlet is a lie. If there was no news how would we know about outbreak. Imagine if it didn’t exist. How was one side of the world supposed to know about the other. We have to be wise enough to weed out the lies. But we need news!|&Thu Mar 12 23:40:41 SRET 2020|&N/A|&0|&0
outbreak|&1238127779893436418|&BREAKING NEWS: 📽️ New York Gov. Cuomo deploys National Guard to New Rochelle, establishes "Containment Zone" and Center " to stop the spread of Coronavirus.

Cuomo compared New York to Washington state, where the outbreak spread to 162 people, killing 22 mostly elderly residents. https://t.co/SOlHgB9gTe|&Thu Mar 12 23:40:40 SRET 2020|&N/A|&0|&0
