keyword|&id|&tweet|&date|&location|&retweets|&likes
covid|&1238107049487032325|&@pfanderson Yes! It includes the slides.  https://t.co/H05LaZn1Bk|&Thu Mar 12 22:18:18 SRET 2020|&N/A|&0|&0
covid|&1238107046840598530|&Houston's owner is essentially financially tapped out after the purchase and his wealth largely comes from the hospitality industry which is getting hammered during the COVID outbreak https://t.co/ux0NWwJVjQ|&Thu Mar 12 22:18:17 SRET 2020|&N/A|&0|&0
covid|&1238107046114803713|&@keithboykin I'll say it yet again - if more Americans consumed reputable media outside of the U.S. (E.g. @BBCNews, @France24_en, @dwnews , @BNONews , @AJEnglish), they'd see just how horribly this administration is handling the covid-19 response.|&Thu Mar 12 22:18:17 SRET 2020|&N/A|&0|&0
covid|&1238107044688756737|&*JUSTIN*

Coronavirus cases in India rise to 74 as a man from Andhra Pradesh, who returned from Italy last week, tests positive for COVID-19, reports PTI https://t.co/Hato8Umm22|&Thu Mar 12 22:18:17 SRET 2020|&N/A|&0|&0
covid|&1238107044026040322|&@tarajago AB doctors gearing up for a war with covid, and @tarajago continues the propaganda war against them|&Thu Mar 12 22:18:16 SRET 2020|&N/A|&0|&0
covid|&1238107041140543488|&Ennis Badminton & Tennis Club have cancelled tonight's planned open night and two further events. Clubhouse is locked, coaching sessions off till March 29th. https://t.co/BjoPtfYgvX|&Thu Mar 12 22:18:16 SRET 2020|&N/A|&0|&0
covid|&1238107040603688967|&We are taking action to ensure Peoples Health plan members affected by COVID-19 have the support and resources they need.

For more information, visit https://t.co/wvEhR8iyUH. https://t.co/mvSdP7vBPl|&Thu Mar 12 22:18:16 SRET 2020|&N/A|&0|&0
covid|&1238107040205221888|&The people at most risk of getting or transmitting COVID-19: health care workers. 
The people still at work even if non-essential: health care workers.|&Thu Mar 12 22:18:15 SRET 2020|&N/A|&0|&0
covid|&1238107039278211074|&#marketing #ethics: This type of marketing email is why people hate marketing. "Hope all is well. With the rapid spread of COVID-19 (the coronavirus), companies will need to be prepared to maintain daily business functions from their Employees’ Homes. Sprint can provide ..."|&Thu Mar 12 22:18:15 SRET 2020|&N/A|&0|&0
covid|&1238107039215255554|&This response could not have been managed more poorly than it has been by the Trump administration. Seriously, not even acknowledging the disease would have done less damage than what he has caused with misinformation and bad decisions. #Covid_19 #COVID19 #CoronavirusPandemic|&Thu Mar 12 22:18:15 SRET 2020|&N/A|&0|&0
covid|&1238107038712020993|&@JDawgDo9 Honestly, we deal with all sorts of disease and some worse than COVID. We’ll just keep on taking proper precautions and doing our best to care for all our patients.|&Thu Mar 12 22:18:15 SRET 2020|&N/A|&0|&0
covid|&1238107037478912000|&If #CoronavirusPandemic forces you to stay home enjoy on https://t.co/PZqZAxv5zf our friends Prey by Peak Low @peaklowmusic via @manillaprltd remember: On https://t.co/tmYHgdAL43 The best way to fight #covid_19 https://t.co/SzAj0A2fN2|&Thu Mar 12 22:18:15 SRET 2020|&N/A|&0|&0
covid|&1238107036870676480|&Coronaviruses are a family of hundreds of viruses that can cause fever, respiratory problems, and sometimes gastrointestinal symptoms too. While the coronavirus is not new, Covid-19 is a new type of coronavirus. So yes, it would be listed on your expired Lysol can. https://t.co/e5IIODLbGH|&Thu Mar 12 22:18:15 SRET 2020|&N/A|&0|&0
covid|&1238107036870520834|&@riegodia COVID-19|&Thu Mar 12 22:18:15 SRET 2020|&N/A|&0|&0
covid|&1238107035398520834|&While YTube has much covid-19 hysteria, why is CDC channel hard to find? You can only find it through Search by using the full name [Centers for Disease Control and Prevention (CDC) ]. Why so picky YTube?|&Thu Mar 12 22:18:14 SRET 2020|&N/A|&0|&0
covid|&1238107034463227905|&Maternity wards will be under pressure in December baby boom looming 😬#Covid_19|&Thu Mar 12 22:18:14 SRET 2020|&N/A|&0|&0
covid|&1238107034442010624|&2 Singaporeans who attended religious event in Malaysia confirmed to have COVID-19; MUIS closes mosques, suspends Friday prayers https://t.co/Oxdc67W5Fh 

- We should consider doing the same, @drzul_albakri. How many of the 5,000 tabligh congregants have been tested? Big risk.|&Thu Mar 12 22:18:14 SRET 2020|&N/A|&0|&0
covid|&1238107033242664961|&@jonfasman @TheRickWilson I rip the Chinese govt, daily, but props to China's govt for sending COVID' aid to Italy. Something I thought I would never live to see: 
Chicomms giving large-scale aid to a Western country.|&Thu Mar 12 22:18:14 SRET 2020|&N/A|&0|&0
covid|&1238107031950831616|&RxPreferred's COVID-19 Preparedness Measures https://t.co/QFB8wsaaio https://t.co/Yaw4OJ8puX|&Thu Mar 12 22:18:13 SRET 2020|&N/A|&0|&0
covid|&1238107031933837313|&When other schools have a slightest chance of covid “taking no chances we’re closing down for safety”

When our a staff’s family member was confirmed positive at our school “nah y’all are fine just wash your hands”|&Thu Mar 12 22:18:13 SRET 2020|&N/A|&0|&0
covid|&1238107031812390912|&If the Miami Marlins bar fans from showing up to home games because of COVID-19, does it really happen?|&Thu Mar 12 22:18:13 SRET 2020|&N/A|&0|&0
covid|&1238107031543803904|&@Tyler_Sederwall You think that America would learn that by now after the whole SARS outbreak but no those lessons ended up being forgotten and the same thing is most likely going to happen once the COVID-19 issue is resolved|&Thu Mar 12 22:18:13 SRET 2020|&N/A|&0|&0
covid|&1238107031388786689|&South Korea is testing over 10,000 people a day for COVID-19, meanwhile, we're arguing over who is going to pay for it here with American cities just giving up on quarantines. Those GOP memes about what society is like w/ socialist policies sure aged well! https://t.co/Kop1dFNLtv|&Thu Mar 12 22:18:13 SRET 2020|&N/A|&0|&0
covid|&1238107031153885184|&@cathynewman Please look at this @cathynewman and @alextomo - I'm very concerned scientist re: "herd immunity": "If the virus cannot be contained, Lipsitch says, the only way for this to get under control is for 50 percent of people to become immune to it." @mlipsitch https://t.co/hNtO2dr4j3|&Thu Mar 12 22:18:13 SRET 2020|&N/A|&0|&0
covid|&1238107030558212098|&I'm not gonna lie, I'm super happy I graduated from college last year. #Covid_19|&Thu Mar 12 22:18:13 SRET 2020|&N/A|&0|&0
covid|&1238107030411452416|&Gabbiadini tested positive for #Covid_19.
 Speedy recovery to former Soton Player|&Thu Mar 12 22:18:13 SRET 2020|&N/A|&0|&0
covid|&1238107030025637889|&How soap absolutely annihilates the coronavirus https://t.co/10kZHt8xkO via @voxdotcom|&Thu Mar 12 22:18:13 SRET 2020|&N/A|&0|&0
covid|&1238107027903217664|&...These measures are the bare minimum we should be doing to try to shift the peak — to slow the rise in cases so health care systems are less overwhelmed."

The math doesn't lie. If we continue on this path, health care systems will be overwhelmed

https://t.co/hMjpOWZjcE|&Thu Mar 12 22:18:13 SRET 2020|&N/A|&0|&0
covid|&1238107027320320000|&Iberia Parish COVID-19 patient hospitalized in Lafourche Parish https://t.co/3aLyjsIv1V|&Thu Mar 12 22:18:12 SRET 2020|&N/A|&0|&0
covid|&1238107026275700739|&Look folks, the Federal government is a dumpster fire that consistently fails the people at every turn.  I would suggest any faith in some nebulous, caring "government" is entirely misplaced.  Be responsible and safe, encourage those in your sphere to do the same. #Covid_19|&Thu Mar 12 22:18:12 SRET 2020|&N/A|&0|&0
covid|&1238107024161935360|&Looking increasingly likely that the ultra I've just spent six months building up the fitness to compete in will be cancelled/postponed cos of covid, I didn't really mind cancelling everything else but that's a lot of time invested now down the drain if that happens :(|&Thu Mar 12 22:18:12 SRET 2020|&N/A|&0|&0
covid|&1238107022895116296|&RESEARCH has suspended covid-19 https://t.co/wkrlJlYb0C|&Thu Mar 12 22:18:11 SRET 2020|&Republic of the Philippines|&0|&0
covid|&1238107022878330881|&Omg true! Like wala naman talagang masyadong ganap si Bong Go amp. 

Just wanna appreciate the UP Scientists working for COVID-19 test kits. YA GUYS R THE HEROES!! https://t.co/vIxFIdprU7|&Thu Mar 12 22:18:11 SRET 2020|&N/A|&0|&0
covid|&1238107022765195264|&Why do we call it a Coronavirus when we know that a common cold is a Coronavirus and we know it's actual name is Covid-19? It's because we know it started in a non-Christian brewery in Mexico|&Thu Mar 12 22:18:11 SRET 2020|&N/A|&0|&0
